ID	Evidences length	Evidences list	Complete evidences
Q2FWX0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FWX2	1	PHOBIUS_TM	PHOBIUS_TM
Q2FWX3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FWX4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FWX6	1	PHOBIUS_TM	PHOBIUS_TM
Q2FWZ4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FX03	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FX07	1	PHOBIUS_TM	PHOBIUS_TM
Q2FX10	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FX29	1	PHOBIUS_TM	PHOBIUS_TM
Q2FX44	1	PHOBIUS_TM	PHOBIUS_TM
Q2FX65	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FX72	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FX76	1	PHOBIUS_TM	PHOBIUS_TM
Q2FX85	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FX93	1	PHOBIUS_TM	PHOBIUS_TM
Q2FX99	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXB8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXB9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXC6	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXD7	1	SL	SL
Q2FXD8	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
Q2FXE0	1	GPI	GPI
Q2FXE7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXE9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXF0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXG5	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXH1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXH6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXH8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXI4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXJ4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXK5	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXK9	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXL2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXL8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXN2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXN5	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXN8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXP8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXR0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXR6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXS1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXS3	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXS4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXS7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXT7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXU9	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXX6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXX7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FXY4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FXZ8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FY24	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FY25	1	PHOBIUS_TM	PHOBIUS_TM
Q2FY36	1	PHOBIUS_TM	PHOBIUS_TM
Q2FY38	1	PHOBIUS_TM	PHOBIUS_TM
Q2FY56	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FY58	1	PHOBIUS_TM	PHOBIUS_TM
Q2FY62	1	PHOBIUS_TM	PHOBIUS_TM
Q2FY84	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FY90	1	PHOBIUS_TM	PHOBIUS_TM
Q2FY96	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYD6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYD9	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYE0	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYF7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYG3	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYG8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYH4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYI7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYI8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYI9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYJ4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYJ8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYL6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYM8	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYQ3	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYQ4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYT0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYT5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYT7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYU0	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYU8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYV9	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYW2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FYW5	1	PHOBIUS_TM	PHOBIUS_TM
Q2FYY2	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZ00	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZ12	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZ26	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZ40	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZ76	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZ85	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZA6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZA7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZA8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZB9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZC9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZD5	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZE7	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZF2	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZF9	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZG2	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZG3	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZH2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZH9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZI2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZI4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZJ7	1	GPI	GPI
Q2FZL0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZM2	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZM5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZM9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZN2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZN4	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZN5	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q2FZP1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZP3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZQ1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZQ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZQ8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZQ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZR8	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q2FZS1	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZS4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZT3	1	PHOBIUS_TM	PHOBIUS_TM
Q2FZV5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZW7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZX6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZY0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2FZY1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G004	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G005	1	PHOBIUS_TM	PHOBIUS_TM
Q2G017	1	PHOBIUS_TM	PHOBIUS_TM
Q2G027	1	PHOBIUS_TM	PHOBIUS_TM
Q2G034	1	PHOBIUS_TM	PHOBIUS_TM
Q2G051	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G062	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G063	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G073	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G074	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G080	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G096	1	PHOBIUS_TM	PHOBIUS_TM
Q2G099	1	SL	SL
Q2G0A1	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0A2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0A4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0A5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0A7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0A8	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0B5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0C2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0C3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0C4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0D3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0D5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0D7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0E4	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0E5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0E6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0F1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0F5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0G0	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0G7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0G8	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0G9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0H0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0H1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0H2	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0H3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0H4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0H5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0H7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0H8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0H9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0I0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0I1	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0J2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0J3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0J4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0J5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0L6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0R4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0R7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0U4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0U5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0U8	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0V1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0V5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0V8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0V9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0W5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0X2	1	GPI	GPI
Q2G0Y1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0Y2	1	PHOBIUS_TM	PHOBIUS_TM
Q2G0Y8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G0Z9	1	GPI	GPI
Q2G100	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G103	1	PHOBIUS_TM	PHOBIUS_TM
Q2G106	1	PHOBIUS_TM	PHOBIUS_TM
Q2G125	1	PHOBIUS_TM	PHOBIUS_TM
Q2G134	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G156	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G165	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G169	1	PHOBIUS_TM	PHOBIUS_TM
Q2G172	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G173	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G175	1	PHOBIUS_TM	PHOBIUS_TM
Q2G176	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G177	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G191	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G192	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G193	1	PHOBIUS_TM	PHOBIUS_TM
Q2G194	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G195	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1A4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1C3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1C5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1D2	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1D5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1D6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1E2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1E3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1E7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1F3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1F6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1G3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1H7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1I0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1I9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1J1	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1J6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1J8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1J9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1K5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1K8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1L1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1L9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1M2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1M3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1M4	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1N5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1N6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1P0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1P2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1P3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1P4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1Q3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1Q4	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1Q5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1R0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1R2	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1R5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1S7	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1T0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1T5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1U7	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1V0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1V3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1V5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1V6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1V8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1V9	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1W5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1W6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1X2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1X3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1X4	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1Y2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G1Y3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1Y8	1	PHOBIUS_TM	PHOBIUS_TM
Q2G206	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G211	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G221	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G225	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G237	1	PHOBIUS_TM	PHOBIUS_TM
Q2G242	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G244	1	PHOBIUS_TM	PHOBIUS_TM
Q2G245	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G247	1	PHOBIUS_TM	PHOBIUS_TM
Q2G249	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G251	1	PHOBIUS_TM	PHOBIUS_TM
Q2G257	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G259	1	PHOBIUS_TM	PHOBIUS_TM
Q2G262	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G267	1	PHOBIUS_TM	PHOBIUS_TM
Q2G287	1	PHOBIUS_TM	PHOBIUS_TM
Q2G288	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G291	1	PHOBIUS_TM	PHOBIUS_TM
Q2G299	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2A9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2B0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2B3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2B4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2B5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2C5	1	SL	SL
Q2G2C6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2C8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2D6	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2E2	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2E7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2F2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2F7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2F9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2G1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2G5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2G6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2H3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2I4	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2I5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2I6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2I7	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2J1	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2J3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2K9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2L4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2L5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2L8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2N1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2N2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2N3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2N5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2N8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2P3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2P6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2R9	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2S8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2S9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2T2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2T5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2T7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2T9	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2U2	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2U7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2V7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2V9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2W2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2W5	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2Y3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q2G2Y4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
