# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q2G2S0	OTHER	0.000364	0.999636	
Q2G2S6	SP(Sec/SPI)	0.972988	0.027012	CS pos: 25-26. ASA-TD. Pr: 0.6659
Q2G2U6	OTHER	0.000370	0.999630	
Q2G2U9	OTHER	0.001549	0.998451	
Q2G2V2	OTHER	0.000938	0.999062	
Q2G2V3	OTHER	0.001484	0.998516	
Q2G2X4	OTHER	0.002780	0.997220	
Q2G2X6	SP(Sec/SPI)	0.998741	0.001259	CS pos: 24-25. AQA-TN. Pr: 0.9026
Q2G2Y0	SP(Sec/SPI)	0.973293	0.026707	CS pos: 25-26. SEG-QA. Pr: 0.4351
Q53700	OTHER	0.001778	0.998222	
Q7BHL7	OTHER	0.001668	0.998332	
Q9EYW6	OTHER	0.002127	0.997873	
Q9EZ08	OTHER	0.000482	0.999518	
Q9EZ11	OTHER	0.013457	0.986543	
Q9EZ12	OTHER	0.001335	0.998665	
Q9KJN3	OTHER	0.000809	0.999191	
Q9KJN4	OTHER	0.000453	0.999547	
Q9RQP7	SP(Sec/SPI)	0.983176	0.016824	CS pos: 21-22. VST-LD. Pr: 0.5465
Q9RQP9	OTHER	0.029275	0.970725	
Q9ZAH5	OTHER	0.000303	0.999697	
Q9ZNI1	OTHER	0.105916	0.894084	
O05154	OTHER	0.002040	0.997960	
O08387	OTHER	0.048310	0.951690	
P0A011	OTHER	0.000247	0.999753	
P0A088	OTHER	0.000465	0.999535	
P0A0B9	OTHER	0.002974	0.997026	
P0A0F4	OTHER	0.001365	0.998635	
P0A0F8	OTHER	0.001402	0.998598	
P0A0G2	OTHER	0.000330	0.999670	
P0A0I4	OTHER	0.000228	0.999772	
P0A0K3	OTHER	0.001181	0.998819	
P0A0M9	OTHER	0.000405	0.999595	
P0A0Q0	OTHER	0.000278	0.999722	
P0C948	OTHER	0.002375	0.997625	
P31337	OTHER	0.000981	0.999019	
P48860	OTHER	0.000499	0.999501	
P48940	OTHER	0.000286	0.999714	
P52078	OTHER	0.252278	0.747722	
P60070	OTHER	0.000927	0.999073	
P60430	OTHER	0.000440	0.999560	
P60639	OTHER	0.002547	0.997453	
P60647	OTHER	0.001611	0.998389	
P72358	OTHER	0.006802	0.993198	
Q2FUQ0	OTHER	0.006334	0.993666	
Q2FUQ3	OTHER	0.002861	0.997139	
Q2FUQ4	OTHER	0.000625	0.999375	
Q2FUQ5	OTHER	0.000634	0.999366	
Q2FUR6	OTHER	0.000845	0.999155	
Q2FUS6	OTHER	0.002655	0.997345	
Q2FUS7	OTHER	0.000988	0.999012	
Q2FUS8	OTHER	0.000718	0.999282	
Q2FUT6	OTHER	0.000346	0.999654	
Q2FUT7	OTHER	0.001040	0.998960	
Q2FUU0	OTHER	0.001768	0.998232	
Q2FUU2	OTHER	0.004672	0.995328	
Q2FUV2	OTHER	0.000986	0.999014	
Q2FUV5	OTHER	0.217844	0.782156	
Q2FUW8	OTHER	0.001909	0.998091	
Q2FUW9	OTHER	0.029623	0.970377	
Q2FUX0	OTHER	0.005308	0.994692	
Q2FUX3	SP(Sec/SPI)	0.958136	0.041864	CS pos: 26-27. VEN-SA. Pr: 0.2635
Q2FUX4	OTHER	0.179722	0.820278	
Q2FUX5	OTHER	0.000645	0.999355	
Q2FUX7	OTHER	0.000414	0.999586	
Q2FUX9	OTHER	0.002402	0.997598	
Q2FUY3	OTHER	0.000505	0.999495	
Q2FUY6	SP(Sec/SPI)	0.768212	0.231788	CS pos: 30-31. AIA-QS. Pr: 0.4544
Q2FUZ0	OTHER	0.000865	0.999135	
Q2FUZ1	OTHER	0.001392	0.998608	
Q2FUZ8	OTHER	0.000682	0.999318	
Q2FUZ9	OTHER	0.000904	0.999096	
Q2FV03	OTHER	0.005875	0.994125	
Q2FV10	OTHER	0.000793	0.999207	
Q2FV14	OTHER	0.000581	0.999419	
Q2FV16	OTHER	0.035220	0.964780	
Q2FV17	OTHER	0.000725	0.999275	
Q2FV19	OTHER	0.072512	0.927488	
Q2FV20	OTHER	0.036293	0.963707	
Q2FV28	OTHER	0.000841	0.999159	
Q2FV39	OTHER	0.003094	0.996906	
Q2FV42	OTHER	0.000532	0.999468	
Q2FV55	SP(Sec/SPI)	0.994924	0.005076	CS pos: 26-27. AQA-AE. Pr: 0.5373
Q2FV56	OTHER	0.313000	0.687000	
Q2FV58	SP(Sec/SPI)	0.668440	0.331560	CS pos: 20-21. CGA-LI. Pr: 0.4473
Q2FV61	OTHER	0.001668	0.998332	
Q2FV62	OTHER	0.000953	0.999047	
Q2FV63	OTHER	0.001201	0.998799	
Q2FV67	OTHER	0.000759	0.999241	
Q2FV72	OTHER	0.001055	0.998945	
Q2FV75	OTHER	0.001048	0.998952	
Q2FV77	OTHER	0.000346	0.999654	
Q2FV94	OTHER	0.001127	0.998873	
Q2FV95	OTHER	0.000730	0.999270	
Q2FVA3	OTHER	0.000456	0.999544	
Q2FVA4	OTHER	0.000786	0.999214	
Q2FVB2	OTHER	0.000338	0.999662	
Q2FVC2	OTHER	0.055601	0.944399	
Q2FVC4	SP(Sec/SPI)	0.889383	0.110617	CS pos: 24-25. ACG-MK. Pr: 0.4442
Q2FVD5	OTHER	0.000921	0.999079	
Q2FVE2	OTHER	0.000580	0.999420	
Q2FVF7	OTHER	0.001099	0.998901	
Q2FVF8	OTHER	0.000413	0.999587	
Q2FVG8	OTHER	0.000819	0.999181	
Q2FVH2	OTHER	0.010830	0.989170	
Q2FVH3	OTHER	0.049939	0.950061	
Q2FVH6	OTHER	0.132548	0.867452	
Q2FVI0	OTHER	0.087510	0.912490	
Q2FVI5	SP(Sec/SPI)	0.535405	0.464595	CS pos: 26-27. AFG-PL. Pr: 0.1695
Q2FVJ1	OTHER	0.001158	0.998842	
Q2FVJ2	OTHER	0.001775	0.998225	
Q2FVJ9	OTHER	0.000687	0.999313	
Q2FVK2	SP(Sec/SPI)	0.851459	0.148541	CS pos: 29-30. AKA-AN. Pr: 0.4812
Q2FVL5	OTHER	0.001597	0.998403	
Q2FVL8	OTHER	0.001440	0.998560	
Q2FVM1	OTHER	0.000758	0.999242	
Q2FVM2	OTHER	0.002020	0.997980	
Q2FVM4	OTHER	0.028721	0.971279	
Q2FVN1	OTHER	0.053304	0.946696	
Q2FVP8	OTHER	0.001770	0.998230	
Q2FVQ2	SP(Sec/SPI)	0.997158	0.002842	CS pos: 19-20. ACG-QD. Pr: 0.5619
Q2FVQ4	OTHER	0.000746	0.999254	
Q2FVQ5	OTHER	0.012228	0.987772	
Q2FVQ9	OTHER	0.000403	0.999597	
Q2FVR0	OTHER	0.015102	0.984898	
Q2FVR8	OTHER	0.000607	0.999393	
Q2FVS0	OTHER	0.034242	0.965758	
Q2FVS1	OTHER	0.001653	0.998347	
Q2FVS7	OTHER	0.001792	0.998208	
Q2FVV7	OTHER	0.000535	0.999465	
Q2FVW4	OTHER	0.000749	0.999251	
Q2FVW5	OTHER	0.000661	0.999339	
Q2FVW9	SP(Sec/SPI)	0.997330	0.002670	CS pos: 22-23. NQG-EK. Pr: 0.2905
Q2FVX3	OTHER	0.000586	0.999414	
Q2FVX4	SP(Sec/SPI)	0.994303	0.005697	CS pos: 20-21. AGC-SN. Pr: 0.3375
Q2FVX5	OTHER	0.000437	0.999563	
Q2FVX7	OTHER	0.000998	0.999002	
Q2FVX8	OTHER	0.001060	0.998940	
Q2FVY0	OTHER	0.000842	0.999158	
Q2FVY2	OTHER	0.000367	0.999633	
Q2FVY3	OTHER	0.000892	0.999108	
Q2FVY9	OTHER	0.000249	0.999751	
Q2FVZ6	OTHER	0.003177	0.996823	
Q2FW06	OTHER	0.001614	0.998386	
Q2FW07	OTHER	0.000502	0.999498	
Q2FW08	OTHER	0.000427	0.999573	
Q2FW10	OTHER	0.000631	0.999369	
Q2FW11	OTHER	0.000173	0.999827	
Q2FW12	OTHER	0.000642	0.999358	
Q2FW13	OTHER	0.001972	0.998028	
Q2FW14	OTHER	0.000202	0.999798	
Q2FW15	OTHER	0.000464	0.999536	
Q2FW16	OTHER	0.001670	0.998330	
Q2FW17	OTHER	0.001468	0.998532	
Q2FW18	OTHER	0.000392	0.999608	
Q2FW20	OTHER	0.000576	0.999424	
Q2FW21	OTHER	0.000679	0.999321	
Q2FW22	OTHER	0.000812	0.999188	
Q2FW23	OTHER	0.000255	0.999745	
Q2FW28	OTHER	0.000471	0.999529	
Q2FW29	OTHER	0.003520	0.996480	
Q2FW30	OTHER	0.002880	0.997120	
Q2FW31	OTHER	0.000702	0.999298	
Q2FW33	OTHER	0.000662	0.999338	
Q2FW36	OTHER	0.001323	0.998677	
Q2FW38	OTHER	0.000606	0.999394	
Q2FW39	OTHER	0.001218	0.998782	
Q2FW49	OTHER	0.000620	0.999380	
Q2FW50	OTHER	0.082534	0.917466	
Q2FW52	OTHER	0.000209	0.999791	
Q2FW53	OTHER	0.000441	0.999559	
Q2FW57	OTHER	0.004023	0.995977	
Q2FW66	OTHER	0.000745	0.999255	
Q2FW70	OTHER	0.000176	0.999824	
Q2FW72	OTHER	0.000857	0.999143	
Q2FW82	OTHER	0.002014	0.997986	
Q2FW84	OTHER	0.001041	0.998959	
Q2FW86	OTHER	0.000487	0.999513	
Q2FW91	OTHER	0.000551	0.999449	
Q2FW96	OTHER	0.002261	0.997739	
Q2FW97	OTHER	0.000357	0.999643	
Q2FW99	OTHER	0.001620	0.998380	
Q2FWB3	OTHER	0.003755	0.996245	
Q2FWD0	OTHER	0.000557	0.999443	
Q2FWD3	OTHER	0.000854	0.999146	
Q2FWD6	OTHER	0.000670	0.999330	
Q2FWD8	OTHER	0.000380	0.999620	
Q2FWE0	OTHER	0.000161	0.999839	
Q2FWE3	OTHER	0.021108	0.978892	
Q2FWE7	OTHER	0.000802	0.999198	
Q2FWE9	OTHER	0.000813	0.999187	
Q2FWF7	OTHER	0.002785	0.997215	
Q2FWG8	OTHER	0.000218	0.999782	
Q2FWH2	OTHER	0.001021	0.998979	
Q2FWH9	OTHER	0.162697	0.837303	
Q2FWI1	OTHER	0.046988	0.953012	
Q2FWI7	OTHER	0.003621	0.996379	
Q2FWI8	OTHER	0.001685	0.998315	
Q2FWJ4	OTHER	0.000494	0.999506	
Q2FWJ6	OTHER	0.000484	0.999516	
Q2FWK0	OTHER	0.000614	0.999386	
Q2FWK9	OTHER	0.003766	0.996234	
Q2FWL1	OTHER	0.000851	0.999149	
Q2FWL6	OTHER	0.000287	0.999713	
Q2FWL9	OTHER	0.055333	0.944667	
Q2FWM1	OTHER	0.000571	0.999429	
Q2FWM5	OTHER	0.003043	0.996957	
Q2FWM7	OTHER	0.000143	0.999857	
Q2FWM8	OTHER	0.003066	0.996934	
Q2FWN3	OTHER	0.001103	0.998897	
Q2FWN8	OTHER	0.000970	0.999030	
Q2FWN9	SP(Sec/SPI)	0.967122	0.032878	CS pos: 27-28. TQA-NS. Pr: 0.6507
Q2FWP0	SP(Sec/SPI)	0.549404	0.450596	CS pos: 29-30. SFA-KI. Pr: 0.1645
Q2FWU3	OTHER	0.000349	0.999651	
Q2FWV5	SP(Sec/SPI)	0.946995	0.053005	CS pos: 28-29. AKA-FT. Pr: 0.4377
Q2FWV6	SP(Sec/SPI)	0.887039	0.112961	CS pos: 17-18. VLA-SP. Pr: 0.1873
Q2FWY1	OTHER	0.000330	0.999670	
Q2FWY4	OTHER	0.000381	0.999619	
Q2FWY9	OTHER	0.000247	0.999753	
Q2FWZ0	OTHER	0.002193	0.997807	
Q2FX08	OTHER	0.006207	0.993793	
Q2FX12	OTHER	0.007514	0.992486	
Q2FX15	OTHER	0.000540	0.999460	
Q2FX43	OTHER	0.001956	0.998044	
Q2FX86	SP(Sec/SPI)	0.979898	0.020102	CS pos: 28-29. AHA-EQ. Pr: 0.5158
Q2FX95	OTHER	0.000822	0.999178	
Q2FX96	OTHER	0.000416	0.999584	
Q2FXB2	OTHER	0.006329	0.993671	
Q2FXB6	SP(Sec/SPI)	0.992319	0.007681	CS pos: 27-28. ASA-SE. Pr: 0.5011
Q2FXC5	SP(Sec/SPI)	0.682270	0.317730	CS pos: 24-25. VGT-TV. Pr: 0.2205
Q2FXC7	SP(Sec/SPI)	0.744531	0.255469	CS pos: 21-22. VTG-VG. Pr: 0.3542
Q2FXD0	OTHER	0.000395	0.999605	
Q2FXE2	OTHER	0.000994	0.999006	
Q2FXF5	OTHER	0.012330	0.987670	
Q2FXF6	OTHER	0.148453	0.851547	
Q2FXG0	OTHER	0.001555	0.998445	
Q2FXG3	OTHER	0.000806	0.999194	
Q2FXH2	OTHER	0.000882	0.999118	
Q2FXH7	OTHER	0.000911	0.999089	
Q2FXH9	OTHER	0.001037	0.998963	
Q2FXI0	OTHER	0.000856	0.999144	
Q2FXI5	OTHER	0.001210	0.998790	
Q2FXI9	OTHER	0.000758	0.999242	
Q2FXJ6	OTHER	0.001509	0.998491	
Q2FXJ8	OTHER	0.102479	0.897521	
Q2FXK1	OTHER	0.000901	0.999099	
Q2FXK2	OTHER	0.003020	0.996980	
Q2FXK6	OTHER	0.000858	0.999142	
Q2FXK8	OTHER	0.006189	0.993811	
Q2FXL7	OTHER	0.000851	0.999149	
Q2FXL9	OTHER	0.001693	0.998307	
Q2FXM5	OTHER	0.001108	0.998892	
Q2FXN3	OTHER	0.002404	0.997596	
Q2FXN7	OTHER	0.153184	0.846816	
Q2FXN9	OTHER	0.001734	0.998266	
Q2FXP1	OTHER	0.003988	0.996012	
Q2FXP3	OTHER	0.001926	0.998074	
Q2FXP9	OTHER	0.000518	0.999482	
Q2FXQ0	OTHER	0.000236	0.999764	
Q2FXQ1	OTHER	0.000604	0.999396	
Q2FXQ8	OTHER	0.001082	0.998918	
Q2FXR2	OTHER	0.000545	0.999455	
Q2FXS6	OTHER	0.363134	0.636866	
Q2FXS8	OTHER	0.002082	0.997918	
Q2FXT5	OTHER	0.000591	0.999409	
Q2FXT9	OTHER	0.000382	0.999618	
Q2FXU1	OTHER	0.000876	0.999124	
Q2FXU4	OTHER	0.000489	0.999511	
Q2FXU8	OTHER	0.000494	0.999506	
Q2FXV4	OTHER	0.001851	0.998149	
Q2FXW1	OTHER	0.006034	0.993966	
Q2FXW7	OTHER	0.000187	0.999813	
Q2FXX2	OTHER	0.002145	0.997855	
Q2FXX3	OTHER	0.004982	0.995018	
Q2FXY3	OTHER	0.001259	0.998741	
Q2FXY5	OTHER	0.000385	0.999615	
Q2FXY6	OTHER	0.000492	0.999508	
Q2FXY9	OTHER	0.004094	0.995906	
Q2FXZ0	OTHER	0.001130	0.998870	
Q2FXZ1	OTHER	0.000519	0.999481	
Q2FXZ4	OTHER	0.001015	0.998985	
Q2FXZ5	OTHER	0.000293	0.999707	
Q2FXZ6	OTHER	0.001379	0.998621	
Q2FXZ7	OTHER	0.000341	0.999659	
Q2FXZ9	OTHER	0.004649	0.995351	
Q2FY02	OTHER	0.000908	0.999092	
Q2FY03	OTHER	0.000371	0.999629	
Q2FY07	OTHER	0.000822	0.999178	
Q2FY18	OTHER	0.001289	0.998711	
Q2FY19	OTHER	0.000397	0.999603	
Q2FY21	OTHER	0.000829	0.999171	
Q2FY22	OTHER	0.004289	0.995711	
Q2FY23	OTHER	0.000213	0.999787	
Q2FY27	OTHER	0.005425	0.994575	
Q2FY33	OTHER	0.000603	0.999397	
Q2FY34	OTHER	0.000293	0.999707	
Q2FY41	OTHER	0.000461	0.999539	
Q2FY42	OTHER	0.000317	0.999683	
Q2FY43	OTHER	0.002388	0.997612	
Q2FY45	OTHER	0.000694	0.999306	
Q2FY46	OTHER	0.000401	0.999599	
Q2FY47	OTHER	0.000127	0.999873	
Q2FY48	OTHER	0.000500	0.999500	
Q2FY49	OTHER	0.000333	0.999667	
Q2FY50	OTHER	0.000872	0.999128	
Q2FY52	OTHER	0.001005	0.998995	
Q2FY53	OTHER	0.001353	0.998647	
Q2FY54	OTHER	0.000921	0.999079	
Q2FY59	OTHER	0.001067	0.998933	
Q2FY64	OTHER	0.001300	0.998700	
Q2FY68	OTHER	0.000738	0.999262	
Q2FY73	OTHER	0.000150	0.999850	
Q2FY76	OTHER	0.000520	0.999480	
Q2FY77	OTHER	0.000886	0.999114	
Q2FY78	OTHER	0.000680	0.999320	
Q2FY79	OTHER	0.000108	0.999892	
Q2FYA1	OTHER	0.001149	0.998851	
Q2FYB2	OTHER	0.001041	0.998959	
Q2FYC8	OTHER	0.000291	0.999709	
Q2FYE7	OTHER	0.025645	0.974355	
Q2FYF0	OTHER	0.000748	0.999252	
Q2FYF4	OTHER	0.025038	0.974962	
Q2FYF5	OTHER	0.001110	0.998890	
Q2FYF9	OTHER	0.000550	0.999450	
Q2FYG0	OTHER	0.001266	0.998734	
Q2FYG2	OTHER	0.000493	0.999507	
Q2FYH6	OTHER	0.000709	0.999291	
Q2FYH8	OTHER	0.002551	0.997449	
Q2FYI0	OTHER	0.000233	0.999767	
Q2FYI5	OTHER	0.000178	0.999822	
Q2FYJ2	OTHER	0.003038	0.996962	
Q2FYJ5	OTHER	0.024205	0.975795	
Q2FYK0	OTHER	0.002964	0.997036	
Q2FYK3	OTHER	0.000419	0.999581	
Q2FYK6	OTHER	0.002512	0.997488	
Q2FYL0	OTHER	0.001819	0.998181	
Q2FYL3	OTHER	0.000089	0.999911	
Q2FYM9	OTHER	0.002177	0.997823	
Q2FYN2	OTHER	0.001311	0.998689	
Q2FYN3	OTHER	0.040265	0.959735	
Q2FYN7	OTHER	0.001241	0.998759	
Q2FYP3	OTHER	0.001081	0.998919	
Q2FYP6	SP(Sec/SPI)	0.897024	0.102976	CS pos: 23-24. CGG-GN. Pr: 0.1991
Q2FYP8	OTHER	0.000229	0.999771	
Q2FYP9	OTHER	0.000281	0.999719	
Q2FYQ1	OTHER	0.001161	0.998839	
Q2FYQ2	OTHER	0.000453	0.999547	
Q2FYR3	OTHER	0.000968	0.999032	
Q2FYR4	OTHER	0.000920	0.999080	
Q2FYR5	OTHER	0.002951	0.997049	
Q2FYR6	OTHER	0.000434	0.999566	
Q2FYR9	OTHER	0.000433	0.999567	
Q2FYS1	SP(Sec/SPI)	0.957876	0.042124	CS pos: 17-18. SLA-SN. Pr: 0.9022
Q2FYS2	OTHER	0.001280	0.998720	
Q2FYU4	OTHER	0.000489	0.999511	
Q2FYU5	OTHER	0.000483	0.999517	
Q2FYU6	OTHER	0.006098	0.993902	
Q2FYV2	OTHER	0.002130	0.997870	
Q2FYV4	SP(Sec/SPI)	0.539186	0.460814	CS pos: 16-17. VGS-GV. Pr: 0.2386
Q2FYV8	SP(Sec/SPI)	0.745881	0.254119	CS pos: 21-22. VLA-FQ. Pr: 0.6653
Q2FYW0	OTHER	0.000477	0.999523	
Q2FYW1	OTHER	0.001177	0.998823	
Q2FYW4	OTHER	0.000281	0.999719	
Q2FYY9	OTHER	0.000635	0.999365	
Q2FYZ1	OTHER	0.000695	0.999305	
Q2FYZ4	OTHER	0.000527	0.999473	
Q2FYZ6	OTHER	0.451476	0.548524	
Q2FYZ7	OTHER	0.000417	0.999583	
Q2FYZ9	OTHER	0.000372	0.999628	
Q2FZ04	OTHER	0.001159	0.998841	
Q2FZ06	OTHER	0.003704	0.996296	
Q2FZ11	OTHER	0.042802	0.957198	
Q2FZ18	OTHER	0.002350	0.997650	
Q2FZ21	OTHER	0.000790	0.999210	
Q2FZ23	OTHER	0.000555	0.999445	
Q2FZ25	OTHER	0.000807	0.999193	
Q2FZ34	OTHER	0.000915	0.999085	
Q2FZ39	OTHER	0.001119	0.998881	
Q2FZ42	OTHER	0.000498	0.999502	
Q2FZ43	OTHER	0.002392	0.997608	
Q2FZ44	OTHER	0.001884	0.998116	
Q2FZ45	OTHER	0.000589	0.999411	
Q2FZ54	OTHER	0.001942	0.998058	
Q2FZ56	OTHER	0.000679	0.999321	
Q2FZ60	OTHER	0.000713	0.999287	
Q2FZ61	OTHER	0.001210	0.998790	
Q2FZ63	OTHER	0.000968	0.999032	
Q2FZ64	OTHER	0.000600	0.999400	
Q2FZ65	OTHER	0.000818	0.999182	
Q2FZ68	OTHER	0.001453	0.998547	
Q2FZ77	OTHER	0.000453	0.999547	
Q2FZ78	OTHER	0.000394	0.999606	
Q2FZ83	OTHER	0.000271	0.999729	
Q2FZ86	OTHER	0.000653	0.999347	
Q2FZ87	OTHER	0.000376	0.999624	
Q2FZ88	OTHER	0.000803	0.999197	
Q2FZ91	OTHER	0.000088	0.999912	
Q2FZ94	OTHER	0.001432	0.998568	
Q2FZ95	OTHER	0.000156	0.999844	
Q2FZ97	OTHER	0.000924	0.999076	
Q2FZ98	OTHER	0.000339	0.999661	
Q2FZA9	OTHER	0.016951	0.983049	
Q2FZB0	OTHER	0.000824	0.999176	
Q2FZB8	SP(Sec/SPI)	0.966622	0.033378	CS pos: 24-25. TIA-ST. Pr: 0.3410
Q2FZC0	SP(Sec/SPI)	0.620626	0.379374	CS pos: 28-29. AKA-FF. Pr: 0.3448
Q2FZC2	SP(Sec/SPI)	0.908175	0.091825	CS pos: 24-25. TFA-GE. Pr: 0.5823
Q2FZC7	OTHER	0.000251	0.999749	
Q2FZC8	OTHER	0.123332	0.876668	
Q2FZD2	OTHER	0.000874	0.999126	
Q2FZD6	OTHER	0.000406	0.999594	
Q2FZE0	OTHER	0.000458	0.999542	
Q2FZE4	OTHER	0.001776	0.998224	
Q2FZE5	OTHER	0.111721	0.888279	
Q2FZF1	OTHER	0.003256	0.996744	
Q2FZG4	OTHER	0.000392	0.999608	
Q2FZG6	OTHER	0.000846	0.999154	
Q2FZG8	OTHER	0.000368	0.999632	
Q2FZH3	OTHER	0.013375	0.986625	
Q2FZJ3	OTHER	0.000949	0.999051	
Q2FZL1	OTHER	0.000830	0.999170	
Q2FZL6	OTHER	0.002728	0.997272	
Q2FZN7	OTHER	0.000711	0.999289	
Q2FZP2	OTHER	0.001104	0.998896	
Q2FZP4	OTHER	0.001488	0.998512	
Q2FZP9	OTHER	0.005954	0.994046	
Q2FZQ4	OTHER	0.133000	0.867000	
Q2FZQ5	OTHER	0.000231	0.999769	
Q2FZQ6	OTHER	0.000606	0.999394	
Q2FZR5	OTHER	0.000529	0.999471	
Q2FZR6	OTHER	0.000377	0.999623	
Q2FZR7	OTHER	0.007594	0.992406	
Q2FZR9	OTHER	0.003067	0.996933	
Q2FZS5	OTHER	0.000951	0.999049	
Q2FZS8	OTHER	0.000756	0.999244	
Q2FZS9	OTHER	0.000730	0.999270	
Q2FZT7	OTHER	0.001105	0.998895	
Q2FZT8	OTHER	0.138447	0.861553	
Q2FZT9	OTHER	0.000767	0.999233	
Q2FZU2	OTHER	0.000344	0.999656	
Q2FZU5	OTHER	0.000829	0.999171	
Q2FZU9	OTHER	0.000706	0.999294	
Q2FZV1	OTHER	0.001602	0.998398	
Q2FZV2	OTHER	0.001351	0.998649	
Q2FZV3	OTHER	0.044969	0.955031	
Q2FZV6	OTHER	0.000486	0.999514	
Q2FZW0	OTHER	0.004345	0.995655	
Q2FZW2	OTHER	0.000626	0.999374	
Q2FZW5	OTHER	0.006630	0.993370	
Q2FZX0	OTHER	0.000618	0.999382	
Q2FZX9	OTHER	0.007453	0.992547	
Q2FZY4	OTHER	0.001250	0.998750	
Q2FZY5	OTHER	0.000636	0.999364	
Q2FZZ0	SP(Sec/SPI)	0.993957	0.006043	CS pos: 18-19. VLA-AC. Pr: 0.3675
Q2FZZ1	OTHER	0.000184	0.999816	
Q2FZZ8	OTHER	0.000669	0.999331	
Q2G010	OTHER	0.027705	0.972295	
Q2G023	OTHER	0.000726	0.999274	
Q2G024	OTHER	0.000281	0.999719	
Q2G025	OTHER	0.001586	0.998414	
Q2G037	OTHER	0.000246	0.999754	
Q2G038	OTHER	0.063880	0.936120	
Q2G039	OTHER	0.000909	0.999091	
Q2G041	OTHER	0.001678	0.998322	
Q2G047	OTHER	0.000790	0.999210	
Q2G049	OTHER	0.009751	0.990249	
Q2G052	OTHER	0.000213	0.999787	
Q2G060	OTHER	0.082969	0.917031	
Q2G061	OTHER	0.001592	0.998408	
Q2G071	SP(Sec/SPI)	0.993715	0.006285	CS pos: 20-21. ACG-NN. Pr: 0.3880
Q2G077	OTHER	0.000697	0.999303	
Q2G078	OTHER	0.000630	0.999370	
Q2G082	OTHER	0.000427	0.999573	
Q2G084	OTHER	0.000841	0.999159	
Q2G087	OTHER	0.001066	0.998934	
Q2G088	OTHER	0.002022	0.997978	
Q2G089	OTHER	0.001087	0.998913	
Q2G0A0	OTHER	0.000470	0.999530	
Q2G0A6	OTHER	0.000399	0.999601	
Q2G0B2	OTHER	0.002094	0.997906	
Q2G0B3	OTHER	0.004408	0.995592	
Q2G0D8	OTHER	0.000544	0.999456	
Q2G0E1	OTHER	0.006509	0.993491	
Q2G0E8	OTHER	0.001217	0.998783	
Q2G0E9	OTHER	0.001003	0.998997	
Q2G0F8	OTHER	0.000771	0.999229	
Q2G0G1	OTHER	0.001946	0.998054	
Q2G0I4	OTHER	0.012580	0.987420	
Q2G0I7	OTHER	0.001031	0.998969	
Q2G0I8	OTHER	0.002757	0.997243	
Q2G0J0	OTHER	0.000346	0.999654	
Q2G0J7	OTHER	0.000729	0.999271	
Q2G0J8	OTHER	0.004515	0.995485	
Q2G0K4	OTHER	0.000794	0.999206	
Q2G0K7	OTHER	0.000467	0.999533	
Q2G0L1	OTHER	0.001127	0.998873	
Q2G0L7	OTHER	0.011730	0.988270	
Q2G0L9	OTHER	0.002011	0.997989	
Q2G0M0	OTHER	0.001231	0.998769	
Q2G0M1	OTHER	0.007240	0.992760	
Q2G0M6	OTHER	0.001497	0.998503	
Q2G0N9	OTHER	0.000424	0.999576	
Q2G0P0	OTHER	0.000877	0.999123	
Q2G0P2	OTHER	0.000815	0.999185	
Q2G0P4	OTHER	0.000603	0.999397	
Q2G0P9	OTHER	0.014647	0.985353	
Q2G0Q5	OTHER	0.003754	0.996246	
Q2G0Q6	OTHER	0.000980	0.999020	
Q2G0Q7	OTHER	0.001082	0.998918	
Q2G0Q8	OTHER	0.000492	0.999508	
Q2G0Q9	OTHER	0.003241	0.996759	
Q2G0R2	OTHER	0.000708	0.999292	
Q2G0R5	OTHER	0.001189	0.998811	
Q2G0S0	OTHER	0.000807	0.999193	
Q2G0S5	OTHER	0.000609	0.999391	
Q2G0S8	OTHER	0.000928	0.999072	
Q2G0T3	OTHER	0.001621	0.998379	
Q2G0T4	OTHER	0.000593	0.999407	
Q2G0T5	OTHER	0.001780	0.998220	
Q2G0T9	OTHER	0.000751	0.999249	
Q2G0U0	OTHER	0.001089	0.998911	
Q2G0U2	OTHER	0.000998	0.999002	
Q2G0V0	SP(Sec/SPI)	0.995570	0.004430	CS pos: 20-21. CGG-NN. Pr: 0.5786
Q2G0V3	OTHER	0.002738	0.997262	
Q2G0V4	OTHER	0.001326	0.998674	
Q2G0V7	OTHER	0.014114	0.985886	
Q2G0W1	OTHER	0.000730	0.999270	
Q2G0W9	SP(Sec/SPI)	0.844857	0.155143	CS pos: 23-24. GGC-GN. Pr: 0.3123
Q2G0X1	SP(Sec/SPI)	0.933491	0.066509	CS pos: 23-24. AGC-GK. Pr: 0.3427
Q2G0X4	SP(Sec/SPI)	0.918257	0.081743	CS pos: 25-26. TTA-QP. Pr: 0.5406
Q2G0X6	OTHER	0.006165	0.993835	
Q2G0X9	SP(Sec/SPI)	0.926992	0.073008	CS pos: 22-23. VIT-SN. Pr: 0.2414
Q2G0Z4	OTHER	0.011545	0.988455	
Q2G101	OTHER	0.001241	0.998759	
Q2G107	OTHER	0.048857	0.951143	
Q2G111	OTHER	0.000846	0.999154	
Q2G112	OTHER	0.002976	0.997024	
Q2G113	OTHER	0.000576	0.999424	
Q2G115	OTHER	0.002786	0.997214	
Q2G117	OTHER	0.000360	0.999640	
